,微博发布者id,微博昵称,微博简介,认证状态,认证理由,关注数,粉丝数,性别,微博等级
784,7514688473,深花开的刚刚好,,False,,221,14,女,0
785,5728852016,月下东禾,☁☁☁☁☁☁☁☁☁☁☁☁☁☁☁☁☁☁👻🐳🐳🐳🐬🐬🐬,False,,75,560,女,9
786,7445054087,雕土豆呀,摆烂人,False,,427,5,女,0
787,7504783950,高考加油叻,,False,,783,2,女,0
788,7472273576,在Friday听反深代词_,请你和我交换旅途黄昏🌆海浪🌊和云层☁️  不开心ing...,False,,327,1261,女,0
789,7753827772,璀璨的小涵,一直都在,False,,194,20,女,0
790,7562700851,只有周星星一个本命的Nana,你是世间最可爱的小星星⭐️ 一定会站在自己所热爱的世界里闪闪发光⭐️,True,超话粉丝大咖（周深超话）,423,408,女,0
791,7287856615,C-929掌柜,,False,,61,5,女,0
792,6332409803,九加壹叻,,False,,95,33,女,4
793,7604798673,要幸福啊深深,“大粉”腿毛请远离。双取随意，双取随意，禁止频繁关注取关，取关请双取。米缸内🈲ns，cpf不喜欢的人会拉黑，别来质问我为什么，我的微博我做主。,True,超话粉丝大咖（周深超话）,666,162,女,0
794,7840070199,-喜欢早睡,啊哦,False,,107,31,女,0
795,7188498071,观星_Catherine,希望来到我微博的你能够收获温暖和快乐！（抱一下！,False,,350,80,女,4
796,3770671607,钟家村正街,,False,,113,7,女,10
797,7846696070,秋雨是生米啦,,False,,124,4,女,0
798,7740303462,--蓝色天空zz,追光女孩⭐,False,,27,3,女,0
799,7874598719,不要听风就是雨叻,注册for周深哥,False,,33,1,女,0
800,7823106755,洛洛想去见深,风雨同周，深情不移。,False,,104,5,女,0
801,7879018376,今天喝粥粥米了没,守护我的星星✨,False,,136,103,女,0
802,6061118662,猫塑艺术家,人若思念便思念 终会相见//镇魂,False,,839,2520,女,21
803,7200052567,带深宝去看流星_皆得所愿版,萤火虫是人间的星星，摇蒲扇听松涛画竹影～抓一颗流星做礼物，深宝和你我都要幸福(๑˃̵ᴗ˂̵)و,False,,284,220,女,4
804,5743488315,頔麗,🌹 Time witnesses everything🌹,False,,472,150,女,9
805,6360212431,布卡鱼要摘星星叻,一闪一闪亮晶晶 满天都是周星星✨,False,,69,40,女,9
806,6470250998,小潘睡着啦k,“世界那么大 最后凯旋而归”,False,,416,120,女,0
807,7831375007,正能量深深子,,False,,115,2,女,0
808,5591722288,属意于星_,永远一如既往，不分场合的支持周深｜祝你拥有滚烫的爱，和自己喜欢的自己｜,True,超话粉丝大咖（周深超话）,386,146,女,0
809,6452830326,吃辣子面要加芝士叻,这个时代不能没有周深！！！！！,False,,129,100,女,4
810,7924648966,吃周果子不吐果子皮,深深深深宝贝宝贝宝贝,False,,28,4,女,0
811,7752030475,发现了吗一次,Technoblade never dies!!   周深毒唯谢谢😊保护粥粥是小狗的职责,False,,108,27,女,0
812,7818853466,屿风叻叻叻,,False,,51,9,女,0
813,6800852481,周猫猫可爱想吃,,False,,237,3,男,4
814,7732536287,前排和我分手了,喜欢天上的星星和你 这个时代不能没有周深！！！,False,,261,83,女,0
815,6007178408,想要周深前排的米,花开忘忧愿你无忧 少管我 骂人不带粉籍 卡布所在 音之天籁 风雨同周 深情不移,False,,140,30,女,4
816,5648779337,找鲸鱼喝杯茶,周深值得,False,,515,43,女,9
817,7395076201,林洛雪-去贵阳场版,wala li longla,False,,620,440,女,0
818,3968672774,古德猫宁大人,一个很懒的人😐（abo镇魂防搜,True,超话粉丝大咖（周深超话） 微博原创视频博主,582,1586,女,4
819,7736637067,上课不见周公的头某,hello！这里是头某的主页 永远爱周深 会演奏深深的歌曲哦⊙∀⊙！,False,,293,63,女,0
820,7382141249,还没想好叫什么的橙子,Curly Orange～（狗头） 周深唯粉！！！！！！！！！！！,True,超话粉丝大咖（周深超话）,481,82,女,0
821,6568921929,AA纯辣冰棍批发,人生是旷野 我是旷野比格犬,True,微博VLOG博主 超话粉丝大咖（周深超话）,246,5343,女,4
822,7815004275,搞烫男人必是周深,搞烫男人周深是我老公,True,音乐博主 超话创作官（周深超话） 微博原创视频博主,490,2.2万,女,0
823,1284373251,史无前例的一朵娇花,中年社畜，唯爱看动画片，没有节操，没有雷点,False,,292,248,女,46
824,7512861491,边---边___,路过的朋友请去听反深代词,False,,234,11,女,0
825,7276977345,听说名字够长就会被啾星看到,小号是👇🏻 @小深沉醉星辰 只有这两个号！不要被骗！ 努力获得深深的现场版啦啦～ 风雨同周深情不移！💙,False,,342,16,女,0
826,5690470183,Z观点,反对台独疆独藏独占中港独等任何分裂国家破坏社会安定的组织和活动,False,,1012,4.3万,男,34
827,1820136235,君_向着那晨星,懒癌治好了我的强迫症，但仓鼠症已经无可救药，所以现在硬盘乱七八糟中,False,,164,92,女,31
828,7685768419,Walalilongla_嘿,🧐,False,,177,76,女,0
829,7659298348,紮根的海米,紮根在c929星球上的海米(無法上線)分號 wb目標:守護寶貝,False,,450,23,女,0
830,6965785198,Etoiledusoir,🌌,False,,143,34,女,4
831,7368989551,2020年的水稻,,False,,180,14,女,0
832,1062142624,我的地盘我做主ivy,,False,,96,15,女,4
833,6265545375,化深孤岛,风雨同周，深情不移,False,,11,1,女,0
834,7872869683,白t洗衣机_周深白t专用,哦，洗衣机成精了,False,,35,2,女,0
835,7905807991,进入猫次元叻,星星偷走睡意⭐,True,超话粉丝大咖（周深超话）,227,1231,女,0
836,7755140429,卡布叻_忘忧米,生米一枚，深深，我们都在自己不同道路闪闪发光，愿我们都无忧无虑，花开忘忧，愿你无忧！拜拜！！少管我！！,False,,354,291,女,0
837,7375351980,mushroom_叻,两情若是久长时，又岂在朝朝暮暮。,True,微博原创视频博主,552,360,女,0
838,1720398630,monica尛陌,,False,,100,20,女,16
839,2329856252,Cimye莜_,少管我！！！,False,,165,154,女,9
840,2733652830,一梦幽岚_,此号关注广泛，不限领域，不喜勿喷,False,,96,112,男,9
841,7281803908,被卡布卡住叻_,宇宙中默默自转的星球,True,超话粉丝大咖（周深超话）,192,88,女,0
842,6562612519,星光下的深海鲸,✨过尽千帆，花开不散✨,True,超话粉丝大咖（周深超话）,838,237,女,9
843,6209627920,天呐呐呐呐呐呐呐,,False,,193,21,女,1
844,7516716514,沧浪网师0812,为小深总开的专用号。 留人间多少爱，迎浮生千重变。与有情人做快乐事，别问是劫是缘……,False,,281,39,女,0
845,7643212106,星白_深宝叻,hi～这里是星白，大白米康康我，不迷路哦～,False,,793,1201,女,0
846,2681038407,爱着小鹿的玫瑰,💪💪💪只选择你呀,False,,1228,134,女,9
847,1743139911,西嘎嘎神兜兜,,False,,535,214,女,33
848,5666939096,有只鸭仔跌落水X,行也思君，坐也思君,False,,48,5,女,9
849,5665340032,某帅饼叻,周深only,True,超话粉丝大咖（周深超话）,268,106,女,9
850,7760052462,一口十个深的米,,False,,12,1,女,0
851,7635761931,一枚开心果吖_,努力做一颗开心的纯米😆,False,,275,51,女,0
852,7808425658,鸭鸭灯笼,扬长补短，事在人为。风雨同舟，深情不移。,False,,162,45,女,0
853,7446336305,-桃桃屿星-,三次忙，上线少                                                                           毒唯｜会员过期请搜置顶｜all for Charlie,True,社会艺术水平软笔书法八级,818,684,女,0
854,7526435675,哈哈哈58790,这是一个周深的资讯汇总博。清手机内存专用。,False,,192,41,男,0
855,7785968422,一路有星辰_,佛系追⭐,False,,70,4,女,0
856,5541203106,墨夏_青竹,崆峒，贱畜别来惹我😅,False,,522,23,男,4
857,5600719410,周芬奇的水彩笔,,False,,270,30,女,4
858,7727459942,c-929星辰,卡布所在.音知天籁！ 风雨同周.深情不移！ 永远喜欢周深！！！！！舞蹈生米子，学过素描,False,,357,78,女,0
859,7931554554,第86不会起名字,,False,,15,2,女,0
860,1114617014,深深是第一墙头,人是_闻着梅香如故的暗香，渴望遇见触不可及的大鱼,False,,325,129,女,29
861,2058770490,-却上心头-666,偏宅、有点儿闷、不是很有趣，有点儿传统有点儿黏人，但其实是很孩子气的，还蛮容易脸红的，但是对你脸红并不表示偶就喜欢你哟！！！嘿嘿！！！,False,,161,249,女,28
862,5403817493,郭外雨潇潇_叻,自己是垃圾，就不要用垃圾堆的世界来衡量别人的世界,True,超话粉丝大咖（周深超话） 微博原创视频博主,716,327,女,4
863,7158529891,gaoyou987,交浅言深，晦气……,False,,90,34,女,3
864,7742542189,温柔有牙齿进阶版,大耗【温柔有牙齿】禁yan中,False,,164,1613,女,0
865,6319969980,卡布叻-蓝啥,本人实绩：和天籁之音国民歌手周深合唱被夸好听并被央视报道,True,超话粉丝大咖（周深超话）,369,131,女,2
866,7423194994,用泥巴捏一座城next,生米一枚啦!!!周深你真是帅翻天了啊啊啊,False,,228,6,女,0
867,6335939061,晴子桑玛,小废物画师，只爱周深👉👈 图片可以自己私用自印🚫shx🚫srrx🚫米缸一切该🚫的🚫商用,False,,715,57,女,9
868,7789059076,追赶星星的人叻,来到这里只为一个人 ⭐,False,,290,6,女,0
869,1848531821,JZ_初晴,山河远阔，人间烟火       这辈子只粉周深，没有墙头,False,,247,25,女,0
870,7792115104,旺仔啾星奶糖,风雨同周，深情不移 学生米上号不频繁请谅解😢 单推周深无🈚️其他粉籍 只要有时间就会做数据【没有时间真的求谅解初三真的时间不多😭,False,,85,10,女,0
871,7577849838,追星zoe,今天也是爱周星星的一天！,False,,252,29,女,0
872,7767711639,卡布叻_年糕,,False,,104,18,女,0
873,7816663715,卡布叻_西方铄,法师及法师粉丝和黑粉们4000+，惹我你全家倒霉,False,,111,66,男,0
874,1919251717,可可布朗尼小狗,终点研究学砖家。,False,,384,140,女,9
875,7871804883,周深快看我的评论,,False,,111,7,女,0
876,7223675639,无法挣脱一再沉浮,,False,,24,2,男,3
877,7873231190,采青梅用来酿米酒,,False,,313,254,女,0
878,7927555274,深海鱼坑沉溺版,,False,,10,1,女,0
879,6869848552,花开的地方是萌,反深代词开售，加油,False,,38,13,女,4
880,6119751346,抓住一zhi布猫,,False,,139,32,女,9
881,7811492377,芒果味的星星__,,False,,79,4,女,0
882,3192990742,周喵喵挠墙,71o 不吃团爱 不吃znyl相关cp,False,,538,74,女,4
883,2797129854,奶茶不加冰叻,愿做你的翼下风💙,True,超话粉丝大咖（周深超话）,689,706,女,35
884,7917884507,晚欣爱深深,爱周深,False,,37,8,女,0
885,7723238316,警报要爱自己V-,,False,,214,10,女,0
886,7251570267,请问周星星缺妹妹吗,周深至上。,False,,469,194,女,4
887,3019605887,起什么名好嘞555,深深棒棒哒！！！,False,,243,15,女,14
888,5566887132,摘颗星星给猫猫,只❤️周深,False,,150,8,女,9
889,7673813839,xxhcg,,False,,97,4,女,0
890,3187884363,欲话秋池,,False,,81,33,男,9
891,7878986716,是紫韵韵叻,《定风波》是词牌名，连名都不是，词牌名只代表写作格式，请@陈丽君_点绛唇 小姐多读书，别当九漏鱼。,False,,108,2,女,0
892,7886420196,南山之北201808,,False,,143,2,男,0
893,7388608285,用麻袋打包深深,,False,,186,1,男,0
894,6981858275,骑猪看深深,生米,False,,44,12,女,4
895,7756792209,深深浅浅布,,False,,41,2,男,0
896,1924004185,金玖银拾,热血二次元  悬疑推理爱好者  周深妈粉 支持国漫 视美爱我,True,超话粉丝大咖（周深超话）,271,547,女,37
897,7882773044,卷宝炖小粥咪好吃吗,梦嬷一体机，混乱中立,False,,174,10,女,0
898,7340203523,KABULEBAIYUN_白云,wala li longla,False,,178,50,女,0
899,7351885357,无定义浪漫_,爱看不看,False,,135,77,女,0
900,5170516645,jacen付,,False,,4,1,女,1
901,6357739645,茶莉莉娶我,Wala li longla～❄️,True,微博剪辑视频博主,61,117,女,14
902,7514073920,用户7514073920,,False,,99,2,女,0
903,7644484942,幻想制造机-,你是我所有执着,False,,145,13,女,0
904,7867889367,z最爱纯白s,,False,,520,1113,女,0
905,7873964498,卡布叻_成精的猫猫,,False,,488,129,女,0
906,3176186642,二二零二八四,独自潇洒,False,,268,7,女,9
907,6063174017,土豆泥szkt-反深代词,学会做自己的小孩，也学会做自己的大人。,True,超话粉丝大咖（周深超话）,643,88,女,6
908,7598109290,第940粒米,这个人没有介绍哦~,False,,26,1,女,0
909,5889659701,J_Jacie_826,,False,,287,30,女,4
910,3193615602,riimu,这生活会不会有点难。,False,,397,142,女,28
911,1952923967,天空是深深的糖,永远做周深的海岸,False,,1053,576,女,23
912,7634284136,一念桃源雨落川_,哈喽这里是落川🐱风雨同周，深情不移💙身在无间，心在桃源 🪄 （二三次同号哦~✨）,True,超话粉丝大咖（周深超话） 微博剪辑视频博主,626,602,女,0
913,5247284490,喵小猫-F,快乐每一天……,False,,128,29,女,4
914,7775209825,辣椒面儿儿儿儿儿er,会画画的辣椒面儿,False,,138,1,女,0
915,6530237114,沐雨梦雪,,False,,74,1,女,4
916,7267380630,欢颜是开始,不惯自己任何毛病；一切向钱看,False,,185,4,女,1
917,7281868697,_Meleory_,惊鸿一瞥，刹那芳华。,True,超话粉丝大咖（黄诗扶超话）,626,177,女,0
918,5526278046,深深美好一定变强大,,False,,42,3,女,4
919,6326579614,火星上的湫吖,小耗叻 名字没法改 就这样了🚪🚪🚪🚪,False,,12,2,女,0
920,7910546594,卡布叻_sheng生米,INFJ｜㊛㋀㏤💙 🎤本人初一哦～目前地下党🥺 三次元担周深‼️没有墙头×3⃣️ 🆙最大愿望📖带着录取通知书见深宝🌻🌻 📣上岸🔥‼️,False,,8,1,女,0
921,7461068992,南有乔木80970,烦恼星人的秘密基地,False,,40,4,女,0
922,7559654699,朵朵的云彩-0929,周深！周深！只爱周深一个大宝贝！(正在和周深热恋。。。),False,,106,3,女,0
923,6861643512,每天都想吃吃吃吃吃叻__,,False,,18,4,女,4
924,7784590723,深井冰真的不是神经病,,False,,230,11,女,0
925,7773885888,漁粥zzz,,False,,65,1,女,0
926,5489551451,小溪溪溪溪爱吃肉-听反深代词版,怎样转身我都在@卡布叻_周深,True,娱乐博主,382,1492,女,26
927,7431017277,超巨型战斗乌鸦,我听见我的身体里刮起一阵大风,False,,156,8,女,0
928,3603051795,风絮去还来Oo,,False,,160,52,女,9
929,7833669184,ZZ_岸芷听蓝,生米,False,,206,19,女,0
930,7856357997,深宝的白T给我从深宝身上下来,,False,,41,29,男,0
931,7767469859,做个有意义的人吧,,False,,109,5,男,0
932,7896343519,小奇小星,,False,,45,4,女,0
933,7554952130,咘咘叻叻,,False,,48,2,女,0
934,7702851043,修身养性0707号,周深事业粉➕勇闯泰腐🌈（不定时清理非周深相关内容😊）,False,,17,4,女,0
935,3876227651,moopsy_36678,人生中很多阴影的出现， 都是因为我们自己遮住了阳光.....,False,,24,50,女,38
936,7905255685,ptpting,,False,,117,5,女,0
937,3561964035,可凡可鉴,,True,超话粉丝大咖（周深超话）,1081,182,男,4
938,7453089589,你是鱼儿_我是水儿,爱不会消失，只会延续……,True,超话粉丝大咖（周深超话）,660,633,女,0
939,7634053360,啥啥不丢,捶死你们这些——黑子!渣滓!🦃!,False,,271,4,女,0
940,5602733544,微笑面对生活0929,,False,,83,9,男,1
941,6795649934,剡文轩是我偶像,,False,,2,1,女,4
942,6027073568,我_想到你深边C,超级喜欢周深!,False,,176,19,女,4
943,7738462917,憨憨小狮睡大觉,世界和平,False,,210,28,女,0
944,7312066309,甜味桃米叻-等待周深充电版,轻舟已过万重山！ 卡布所在，音之天籁，风雨同周，深情不移！   生米の梦丶甜桃！ 独爱周深！ 在这里我会分享一切有价值的！,False,,366,35,女,0
945,3229794260,kk20081020,,False,,77,5,女,9
946,5623169517,dodododunut-,,False,,72,122,女,14
947,5918717417,残月青衣蹋沉吟,,False,,70,6,女,4
948,7847687235,凌晨想吃冰边听反深代词_,我想我可以抓住周深的小尾巴 不介意坠入水荇或是泥巴,False,,142,31,女,0
949,7863435942,卡布叻_XH,,False,,21,1,女,0
950,7794232764,璇步流霞,呱唧呱唧呱唧,False,,275,6,女,0
